CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
531715530,Attrited Customer,51,F,3,High School,Single,$40K - $60K,Blue,37,5,3,2,5339.702768728705,16,5993.634571455355,0.7052516578818748,4295,78,0.8250553032261394,0.019395038654115546
231701112,Existing Customer,44,M,3,Unknown,Married,$40K - $60K,Blue,33,6,1,2,5070.642528992483,1659,678.0041045638695,0.7087317301269234,1943,43,0.9724703271656723,0.38637266950153715
291323874,Existing Customer,31,M,0,Unknown,Single,$60K - $80K,Blue,19,1,3,3,22627.05138033838,1422,22362.439072359586,0.9620083031417183,12760,101,0.7420198134885814,0.05247921309295192
728583709,Existing Customer,46,F,4,Unknown,Unknown,,Blue,36,6,4,2,1590.2654050663386,1302,441.8008026409816,0.8172219044487402,4742,78,0.8974919819283952,0.6211187917266688
819246610,Existing Customer,43,M,5,Post-Graduate,Single,$60K - $80K,Blue,31,3,3,1,17135.82746547191,1704,15795.999412383588,0.7685415853828845,14520,127,0.8927212989650243,0.09656874546679138
362780753,Existing Customer,34,F,3,Unknown,Single,Unknown,Blue,30,3,3,2,8626.977372206275,56,7564.504386751752,0.9062721820079165,2395,58,1.0420186687023087,0.0
665839459,Existing Customer,42,F,4,Graduate,Married,Less than $40K,Blue,27,5,2,4,1807.9967275427857,1200,362.4069496749138,0.9295347772130291,4809,90,0.7795922575532819,0.5468216178343107
884025233,Attrited Customer,61,F,0,Graduate,Single,$40K - $60K,Blue,55,3,3,5,9680.025313069473,0,8610.785063899759,0.8277060506261591,2351,45,0.9852507026490852,0.0
233530944,Existing Customer,54,F,3,College,Single,Less than $40K,Blue,45,5,1,4,2159.730161930503,2103,1471.5850815192023,1.065311834570121,4311,72,0.8470826281830843,0.6566839339003877
347836938,Attrited Customer,53,M,5,Uneducated,Married,$80K - $120K,Blue,43,2,5,4,8826.766010659154,265,10642.968598493355,0.9772026409716685,8262,61,0.5121579623689445,0.041296096850264155
571718142,Existing Customer,45,F,1,Graduate,Single,$40K - $60K,Blue,34,4,2,2,3896.136908317614,0,3879.207126981638,0.7141040805853245,4501,72,0.6707940842971233,0.0
605628746,Existing Customer,47,F,2,Graduate,Married,$40K - $60K,Blue,36,5,2,4,2133.081275201744,1729,680.0194870676137,0.8827624636532362,4203,82,0.7054991469094207,0.7915158414833409
458415129,Existing Customer,41,M,3,Graduate,Married,$120K +,Blue,31,3,3,2,11248.86218648368,1482,8963.529322223094,0.6496871469932455,1388,28,0.6847816467344522,0.1489645192436036
459690598,Existing Customer,35,F,1,Graduate,Single,Unknown,Blue,37,6,2,3,5953.124227275476,2138,3969.0705157481025,1.0648858495999993,3495,56,0.8462007784958645,0.3298760402809181
938416603,Existing Customer,49,F,1,Unknown,Single,Less than $40K,Blue,36,1,1,2,3042.8947917238265,818,3272.563968004901,1.1684386430738576,15378,98,1.0376039949444216,0.2039987895742848
276975315,Existing Customer,51,M,1,High School,Married,$120K +,Blue,36,5,5,3,30865.35722516404,47,31560.476251038148,0.727183087411329,3868,52,0.7759955058614858,0.0
817622352,Existing Customer,40,M,3,Graduate,Single,$40K - $60K,Blue,30,6,3,3,3494.3174962806847,2145,645.8705352804379,0.528175743732897,4636,82,0.48825213491982977,0.8568949627145437
262258786,Existing Customer,50,M,2,Post-Graduate,Single,$60K - $80K,Blue,36,1,4,2,2121.665421089541,1361,1591.0695768766604,0.630642363668753,5499,77,0.7902607111481783,0.6082688021827412
139601720,Existing Customer,40,F,2,Uneducated,Married,Unknown,Blue,29,5,3,4,14240.196547360318,19,12725.500954890973,0.7278792305491794,4548,61,0.8562532310122372,0.0
772174346,Existing Customer,59,M,0,High School,Single,$80K - $120K,Blue,46,5,3,3,25881.63049938354,1375,25577.12486739449,0.6640269074972739,14384,109,0.6350221972201512,0.04495984718394807
777001075,Existing Customer,46,F,1,College,Married,Less than $40K,Blue,23,5,2,1,1400.8287688434884,948,757.2998541944564,0.7039110975794354,4373,77,0.8709077286596205,0.5821509017461872
397767238,Attrited Customer,43,F,4,Uneducated,Married,Unknown,Blue,36,6,3,3,4794.772971541533,2342,3408.689021113224,0.5271995554492747,2112,40,0.44306683086346826,0.3739747171521788
610280086,Existing Customer,43,F,3,Graduate,Single,Less than $40K,Silver,33,3,3,2,12498.20757183472,1428,12531.366763063865,0.8443892119099992,7727,75,0.7839806687880851,0.09815919174869278
946376566,Existing Customer,53,M,2,Unknown,Divorced,$80K - $120K,Blue,47,2,2,2,15881.387979489502,1560,13736.32569656756,0.7028138596529485,12677,115,0.6362713844956195,0.10140895104236974
928971708,Existing Customer,52,F,3,High School,Single,Less than $40K,Blue,38,1,3,2,1171.753402349572,1359,-551.2311416482157,0.6187199374885857,3731,81,0.7090688508693835,0.7609105525190608
528813014,Existing Customer,44,F,5,Uneducated,Married,$40K - $60K,Blue,35,5,3,3,1531.3155292661966,1324,1269.0364497535468,0.685011747453349,4172,70,0.6894883515106818,0.5642787289305227
325688322,Attrited Customer,35,F,3,Unknown,Single,Less than $40K,Blue,18,6,2,1,3691.1489512776852,1870,1425.387376750663,0.9375110065678942,2041,58,0.792261533950988,0.6255733607624401
865811011,Attrited Customer,37,F,3,Unknown,Single,Less than $40K,Blue,30,6,2,5,2785.1461378259755,2465,1196.3226802271101,0.871740793633992,996,23,0.5004528648615658,0.6488852565029918
629925147,Existing Customer,56,F,3,Graduate,Unknown,Less than $40K,Blue,36,2,2,1,2092.9779524820365,2477,571.8409324862274,0.6968774155457768,7921,87,0.5171585550898207,0.8166143752210017
252088579,Existing Customer,49,F,2,Graduate,Married,Less than $40K,Blue,40,5,3,3,3311.6640742230106,1320,1866.018207748186,0.4810757494178855,1603,50,0.8330580600686806,0.5406064144555578
967921947,Existing Customer,47,F,3,Uneducated ,Single,$40K - $60K,Blue,35,5,3,4,2014.9492825842624,1334,1810.2482587338025,0.9417662568407621,4359,55,0.8561918691156437,0.6514089346411459
972047521,Existing Customer,49,F,5,High School,Married,Unknown,Silver,36,6,2,3,33608.52154785807,1971,32157.241448982026,0.6109149338160049,3769,70,0.5306301830259783,0.06267669119384119
661323454,Existing Customer,49,F,3,Graduate,Single,Less than $40K,Blue,36,2,3,2,3363.9310015817887,2030,3235.8723823778564,0.7460001912646409,13510,128,0.6899385686128621,0.4781946972881411
978049513,Attrited Customer,39,M,3,High School,Single,$80K - $120K,Blue,14,2,1,3,9390.902379374682,41,8240.452440441573,0.9053954496214448,8142,86,0.950883463120009,0.0
646195408,Existing Customer,42,M,3,Doctorate,Divorced,$40K - $60K,Blue,34,3,3,1,1197.2624294322575,0,1444.628351954374,0.2915430167539582,2965,65,0.6578051296417541,0.0
973502885,Existing Customer,47,M,3,Unknown,Single,$60K - $80K,Blue,36,3,2,1,1942.6036464255621,1683,1039.6402532496668,0.8831349081283064,4252,82,0.7575014556278199,0.6525244085746528
644410086,Existing Customer,49,F,2,Graduate,Married,$40K - $60K,Blue,44,6,2,3,2642.7479375226862,1454,359.8565345900854,0.4463650037479884,1263,20,0.34047985243824136,0.6043493519130231
808329441,Attrited Customer,44,F,3,Uneducated,Married,$40K - $60K,Blue,36,6,4,3,1842.0509358845893,0,2817.942373437543,0.7509633054890926,2516,38,0.5768632014725387,0.018446934345943418
405282711,Existing Customer,38,M,4,Uneducated,Married,$80K - $120K,Blue,27,6,5,2,2025.5333263537334,0,2174.4318570627365,0.7923471596613278,3981,69,0.7089696068137278,0.00878596892214259
810925727,Existing Customer,65,F,0,High School,Single,Less than $40K,Blue,56,3,3,2,5869.863382203481,2451,2820.494314615477,0.7799089232235391,4701,80,0.7168065594693009,0.3753134492979985
976184741,Existing Customer,41,F,4,Unknown,Married,Less than $40K,Blue,30,3,2,1,1234.776521740105,1016,205.6884344631319,0.8248653043148401,3766,68,0.8195567179227052,0.6243609855278612
148684381,Attrited Customer,61,F,1,Uneducated,Unknown,Less than $40K,Silver,35,6,1,3,12503.13324636854,965,11683.949351021476,1.0656346154641345,4636,79,0.7026328452415164,0.0733182288577649
582561189,Existing Customer,55,M,1,Uneducated,Married,$120K +,Blue,50,4,4,5,16087.32010316832,1532,15884.08150574857,1.2728358362341488,2578,53,0.5805508733988057,0.11031893494639086
146850875,Existing Customer,60,M,0,High School,Single,Less than $40K,Blue,44,2,1,1,3714.060317298679,1066,2041.6005857124028,0.6214310860531398,4428,83,0.61432089282369,0.26568753898816133
176405294,Attrited Customer,39,M,2,Graduate,Divorced,$40K - $60K,Silver,23,5,2,4,16517.877631996787,462,17262.11432369601,0.9987235173017939,4620,62,0.47387788070841846,0.009574410434884639
745037979,Existing Customer,57,M,1,Graduate,Married,$60K - $80K,Blue,44,6,2,6,594.4415756502152,1688,49.267368705633885,0.6488398697719463,1263,25,0.519226267292518,0.7237840077230326
292480291,Existing Customer,51,M,1,Graduate,Married,$80K - $120K,Blue,43,3,1,4,3391.2708721315717,2511,1452.3883572518403,1.5367072557301644,1592,32,0.7393672384170907,0.6865637050939182
872777737,Existing Customer,56,M,1,College,Single,$40K - $60K,Blue,49,3,1,2,3160.255557019178,0,3208.938321690709,0.7873475949939964,1208,19,0.19125281881265374,0.0
545738908,Existing Customer,49,M,3,Graduate,Married,$80K - $120K,Blue,41,4,1,3,4051.224285978105,738,1981.7143190104741,0.5335074463896733,14159,119,0.8648316081056872,0.2264931951133688
214079481,Existing Customer,57,M,2,Uneducated,Single,$80K - $120K,Blue,51,6,2,4,30736.965105756968,102,29956.387452362444,1.3257496423123731,3260,68,0.7735258572717902,0.0
159965245,Existing Customer,52,F,2,Uneducated,Single,Less than $40K,Blue,36,4,4,1,1759.965679911599,0,2301.0937163613326,0.6884825917342826,4872,79,0.8224991826777255,0.0
367081991,Existing Customer,32,M,2,Graduate,Married,$80K - $120K,Blue,28,4,2,2,21717.179566618222,1462,22119.29185376878,1.0194691459240957,2311,60,0.7348733782962321,0.029943422366432826
471169214,Existing Customer,45,F,2,Doctorate,Divorced,Less than $40K,Blue,33,3,1,2,2741.9609241317935,1492,2078.6950933099192,0.6254183012058436,4496,90,0.6697469138819683,0.6068499415041156
543562280,Existing Customer,40,M,3,Unknown,Single,$40K - $60K,Blue,29,4,1,1,4002.6708015635054,1746,2439.774666193218,0.5113258145462626,1369,42,0.3065639142178787,0.477889246814131
375196081,Existing Customer,52,F,4,High School,Single,Less than $40K,Blue,44,1,1,3,4862.473294723248,0,5126.833641020464,0.5557211463450219,4480,80,0.8736212969692464,0.0
968708277,Existing Customer,37,M,1,Graduate,Single,Unknown,Blue,32,4,1,3,4463.98576253607,1994,3737.1432276210326,0.8816811933468638,2825,47,1.1287837735832498,0.438218569542398
941610576,Existing Customer,42,F,2,Graduate,Divorced,$40K - $60K,Blue,31,6,3,1,2471.5014276406623,1743,1425.4518237346888,0.7689282197861299,4244,77,0.5200286222270399,0.7715417072836883
737330292,Existing Customer,53,F,1,Uneducated,Divorced,$40K - $60K,Silver,36,5,1,1,14193.215328583601,1185,13883.199165925558,0.74906929338961,4285,81,0.46400153506507047,0.08199779508516149
124642019,Existing Customer,41,M,2,Unknown,Single,$80K - $120K,Blue,28,1,2,3,13551.074533191311,2231,10814.860551190179,1.2547293284168535,14772,101,0.6997529139005895,0.15160908853244168
292318497,Existing Customer,42,F,1,High School,Married,Less than $40K,Blue,35,4,3,1,1046.5834129548664,1378,528.2952687787498,0.942616721929398,4885,75,0.7088936953844165,0.6240079197340737
773662123,Existing Customer,52,M,0,Uneducated,Divorced,$120K +,Blue,41,4,1,0,23296.815072284822,0,23849.756826121047,0.4784252598527865,3906,64,0.6050255970624638,0.023826108924345828
590484412,Existing Customer,45,F,3,High School,Married,Less than $40K,Blue,33,1,2,4,4014.957368517379,2490,1422.5636991635306,0.8315183599932223,7844,83,0.7478908980126163,0.6172789491513441
949723986,Existing Customer,40,F,4,Graduate,Single,Less than $40K,Blue,26,6,2,3,4061.514078485401,1572,2770.50330449781,0.9664069691643931,1150,29,1.3019448579427988,0.407837557260272
735363137,Existing Customer,49,M,1,Uneducated,Married,$60K - $80K,Blue,42,6,1,1,4823.588567629886,869,3345.2188455177725,0.6945084592488436,4589,63,0.5294067853127145,0.2143586835025888
