CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
135803072,Existing Customer,41,F,1,Unknown,Divorced,Less than $40K,Blue,30,5,2,4,2689.906956972396,1674,1189.9486035428693,0.8853605667060015,3611,72,0.6368913995188702,0.6121028530482332
268527312,Existing Customer,45,M,3,Graduate,Single,$80K - $120K,Blue,37,6,2,3,12457.377994726026,13,12207.418193257705,1.367467490651954,3224,74,1.1137807187349882,0.0
399688161,Attrited Customer,50,M,4,Graduate,Single,$120K +,Silver,32,5,3,2,34412.40842623,24,34533.797426785706,0.3187542795100671,1481,37,0.2851616742510189,0.0
411364598,Existing Customer,56,F,4,Uneducated,Single,Unknown,Blue,46,6,2,2,8165.6118922600035,2273,6065.59837483621,0.40508815221642924,3121,70,0.534370533856205,0.2774849820315143
621760612,Existing Customer,46,F,2,Doctorate,Single,Unknown,Blue,36,4,2,4,7294.79983305494,942,7392.98743600535,0.8357518042632932,4384,62,0.6994773755680509,0.11638929141055418
559959375,Existing Customer,43,F,3,High School,Single,Less than $40K,Blue,36,5,3,3,2284.2551325930954,1362,857.5714256163687,0.7144674553883568,4909,76,0.820448715386627,0.5826580322759023
723213458,Existing Customer,27,M,1,Graduate,Single,$40K - $60K,Blue,21,2,3,1,10412.915301640405,774,9316.798005311313,0.7443971013320106,13290,92,0.8464589371482765,0.07138845806567737
902088467,Existing Customer,42,M,2,College,Married,$80K - $120K,Blue,32,5,2,2,22075.160081708138,1752,20103.03633588705,0.6427387225407946,3957,66,0.6443344197342422,0.07647196195169144
889324155,Attrited Customer,52,M,3,Uneducated,Married,$80K - $120K,Blue,44,3,3,3,11537.805230715436,6,11439.968798042106,0.8067035474473133,2565,38,0.3934248798267849,0.0
798007547,Existing Customer,42,M,2,Graduate,Unknown,$40K - $60K,Blue,30,3,2,5,3973.272977903066,1742,2042.4956398707739,0.5926058755167609,14388,92,0.8516010782675268,0.45457953877856294
978946035,Existing Customer,29,F,0,Post-Graduate,Single,Unknown,Gold,36,4,1,4,34052.9637035324,1485,33235.344745214425,0.8932058526718288,2175,50,1.118970948361805,0.021726338636573826
916683867,Existing Customer,40,F,4,Uneducated,Married,Less than $40K,Blue,36,4,1,2,5372.153421844413,1063,3844.071644931686,0.7546402853973732,15791,116,0.5179883879888842,0.21163393747881137
931795205,Attrited Customer,47,M,3,High School,Married,$60K - $80K,Blue,39,2,3,2,10034.281798709078,0,10350.988869122459,0.7895446850340923,2896,52,0.531706740151356,0.010796542451654546
301407553,Existing Customer,36,F,4,Graduate,Married,$40K - $60K,Blue,36,6,3,3,1859.6686242211779,981,730.0376309448665,1.0080477406464614,1825,16,2.739421052429329,0.6005350677381941
523818896,Existing Customer,50,M,2,Post-Graduate,Married,$80K - $120K,Blue,45,6,3,2,2025.486156488953,1486,499.9928313666346,0.7228794211804077,4090,69,0.7051974096736131,0.7930132210450231
612462637,Existing Customer,50,F,3,High School,Single,Less than $40K,Blue,36,4,3,1,1824.0250924620516,1659,409.0656842776672,0.5477040657276258,4289,64,0.7261824946984105,0.8114726940910512
724382957,Existing Customer,53,M,3,High School,Married,$120K +,Blue,40,6,2,5,3264.7561885702794,707,3676.5672901099356,0.8781325237565923,1417,24,1.1725209435506494,0.18415314087086815
730310950,Existing Customer,38,F,3,Uneducated,Single,Unknown,Blue,36,5,3,4,13071.288896774899,864,12450.07584291392,0.8251128760485352,3719,71,0.5749800532733178,0.06000618772045019
196486577,Existing Customer,45,M,3,Graduate,Married,$40K - $60K,Blue,35,5,4,2,3880.3639788829073,1191,2165.66577098733,0.6120348930421766,1459,29,0.3032695190881386,0.3411792106860977
529254273,Existing Customer,49,F,3,Graduate,Married,Less than $40K,Blue,35,3,3,3,3108.7628861239996,2019,1009.6533706992653,0.6582148699900005,4941,75,0.6656427022838868,0.7034386983469764
194089202,Attrited Customer,63,M,0,Doctorate,Single,Unknown,Blue,47,6,4,3,7580.578820637737,48,7333.078790723292,0.8837186447952599,2438,43,0.5798909035056306,0.0
962042793,Existing Customer,50,F,2,High School,Married,Unknown,Blue,41,3,1,1,7781.279724775951,2295,5924.565102730771,0.7555208701945766,4330,63,0.6822111279025316,0.28035760598777715
281716702,Existing Customer,47,M,3,Unknown,Single,$120K +,Blue,42,5,3,2,8768.826340674197,1466,7373.25616750131,0.8204000546031655,5064,77,0.7006355858993193,0.15123860937674793
504183180,Existing Customer,31,F,1,Unknown,Single,Less than $40K,Blue,18,3,1,3,3477.4266869921144,1823,1992.0183772507135,0.7524999286719163,13256,122,0.7930404231902879,0.524749315526578
896004705,Existing Customer,41,F,3,High School,Single,$40K - $60K,Blue,31,3,3,2,1532.0988560394696,921,1034.002816376299,0.9880394629248941,4239,67,0.6234934003834792,0.6475884387476432
570025419,Existing Customer,39,F,2,College,Single,Unknown,Blue,35,6,2,2,10443.648674237867,614,9988.90051155397,0.8480148248245973,4560,80,0.9233813923139114,0.06224733012126886
711830314,Existing Customer,38,M,2,Unknown,Married,$80K - $120K,Blue,18,6,1,4,2407.0620427788285,1480,574.2716361943193,1.1531451606820915,2280,45,1.2919948624188513,0.6729961704052844
864312690,Existing Customer,46,M,2,Graduate,Divorced,$60K - $80K,Blue,39,3,1,1,3140.794023662414,860,2376.223603368665,0.6364687406808085,4907,75,0.8269135718343741,0.2591847625657113
634555157,Existing Customer,46,M,5,Graduate,Married,Less than $40K,Blue,35,6,2,2,2104.0361321610444,1724,349.19494682679147,0.975628010807646,4530,67,0.7677426603117448,0.7821130560608578
679992641,Existing Customer,43,F,2,Graduate,Single,Less than $40K,Blue,36,1,2,2,2911.1916030747143,2129,1186.6199978454056,0.642175621464577,5068,74,0.7795854817202049,0.6533149714526157
508470191,Existing Customer,46,M,3,Graduate,Single,$80K - $120K,Blue,38,4,1,2,7755.835589436015,1271,6737.361067176853,0.6118714202698579,3372,52,0.7138171212067529,0.1677120495093055
465888157,Existing Customer,46,M,1,High School,Married,$120K +,Blue,28,4,3,3,9979.54397204631,1816,8210.669078254828,0.8063859647924055,4715,80,0.9496884640781736,0.18824562128942962
634240317,Attrited Customer,52,M,3,Graduate,Married,$120K +,Blue,36,1,3,3,3953.925119428912,2529,1517.2414980935073,0.8465501219061103,2576,50,0.5472628801977637,0.655432982249959
806331434,Attrited Customer,50,M,3,Uneducated,Single,$120K +,Blue,36,1,2,3,7622.594268221013,2239,5599.144337947321,0.2791641941289388,1808,40,0.21480820317384397,0.28920812560352216
634099165,Attrited Customer,45,M,3,Graduate,Married,$40K - $60K,Blue,40,1,4,4,7442.691390853303,0,7658.05954302022,0.4715571203230594,5137,62,0.8563912144847036,0.0028083230251159446
524516403,Existing Customer,44,F,4,High School,Married,$40K - $60K,Blue,35,6,1,0,3349.796522436733,1654,893.8835181554588,1.0531478227153306,4104,72,0.7523879688670999,0.5598069582729667
875906185,Existing Customer,48,F,3,High School,Divorced,$40K - $60K,Blue,40,4,1,2,2707.197086634149,746,1561.1163542365034,0.9649447406747855,1371,33,0.7312231735746239,0.40851950547862775
537557694,Existing Customer,50,M,3,Graduate,Single,$60K - $80K,Blue,45,4,2,3,21878.800329739825,1117,20756.896297035135,0.6685716883459162,1863,31,0.41486193216196415,0.0375268806822692
903016097,Existing Customer,59,F,1,Graduate,Single,$40K - $60K,Blue,36,1,2,3,3692.5964082775295,963,2533.723745817269,0.7249200371670652,4906,77,0.748417483798134,0.27509762933377796
496322813,Attrited Customer,58,F,2,Unknown,Divorced,$40K - $60K,Blue,47,1,4,3,2115.1434933518376,23,2450.6237669533048,0.3807978831343963,2156,40,0.43214651816561656,0.007771145884381427
652345243,Existing Customer,47,F,4,Doctorate,Single,Less than $40K,Blue,36,4,3,2,2065.1063194996823,1064,870.7783306583724,0.9655223291553552,4797,80,0.7751352795668539,0.47697219986256945
168876193,Existing Customer,50,F,3,High School,Single,Less than $40K,Silver,39,4,3,4,10623.428940512753,2405,8678.834384347143,0.9984641687197616,2687,62,0.6323942348934293,0.19826910493446262
846420512,Existing Customer,37,F,3,Graduate,Single,Less than $40K,Blue,36,5,2,4,3872.043747062067,1368,2748.961772588254,0.974969889493127,3022,84,0.8183067038705958,0.37069199382904705
499924189,Existing Customer,41,F,4,Unknown,Single,$40K - $60K,Blue,31,5,1,2,2079.9499629625348,1398,671.376541666987,0.6774088418328648,3841,80,0.7750279917188542,0.655485217763694
548250448,Existing Customer,41,F,3,Graduate,Married,Less than $40K,Blue,36,2,2,3,1606.1687318081338,4,1819.729019938553,0.6210740660726829,4812,78,0.5852892185818366,0.0025488139105631093
187077444,Attrited Customer,42,M,4,College,Single,$40K - $60K,Blue,36,5,3,3,10222.947861501063,22,10658.998462217796,0.5109383306283731,1928,39,0.4992715631915827,0.004976420202840947
723266317,Attrited Customer,65,F,0,Uneducated,Single,Less than $40K,Blue,50,3,4,4,1678.236765627158,362,816.2221590669542,1.0390082216961267,2676,48,0.47211916476413596,0.22594991537361328
669640704,Existing Customer,49,M,3,Graduate,Single,$80K - $120K,Blue,36,2,3,1,4412.899860799311,1025,4247.918675970729,0.5800770563118234,7387,90,0.5976613271651933,0.2188776451037836
405122836,Existing Customer,59,F,1,Graduate,Single,Less than $40K,Blue,52,5,3,3,2300.221380180681,1630,1339.2736213690928,0.5634447796680313,4846,82,0.6179841719953397,0.6227081224228038
792256546,Attrited Customer,46,F,3,Graduate,Unknown,Less than $40K,Blue,33,6,3,2,2684.3410256222796,2455,771.6775882910131,0.44798414216200566,4378,62,0.7204528358352474,0.8301600472576095
570545652,Existing Customer,47,F,3,Unknown,Single,Less than $40K,Blue,36,4,1,4,2502.7846770893175,1951,674.9609424172154,0.8120138299712512,4068,63,0.5740944690754115,0.7006493400700123
294601051,Existing Customer,42,M,2,Graduate,Married,$120K +,Blue,32,1,1,2,33753.90952273086,1482,33231.97770745875,0.6890774723645113,7119,88,0.571103460641195,0.04302401366209905
332882145,Attrited Customer,48,F,4,Unknown,Married,Less than $40K,Blue,41,3,3,3,2413.4508531889674,1297,1397.5568796811542,0.45210956496133203,2061,37,0.37303521544572826,0.5250855439537002
190633241,Existing Customer,49,M,3,Unknown,Married,$80K - $120K,Blue,42,3,3,1,13287.023414375466,16,13850.27385351625,0.7145535309009744,4944,89,0.8558755961194539,0.0009480487681741374
550986891,Existing Customer,47,F,3,Doctorate,Single,$40K - $60K,Silver,39,3,2,1,18417.132409473645,1008,16820.58837367318,0.7179126328941018,7346,85,0.6938810856730566,0.05411262461336716
134743716,Existing Customer,43,F,3,Unknown,Unknown,Less than $40K,Blue,24,6,1,4,5708.0592660441025,1094,4421.883224026107,0.5743021711889306,3910,54,0.963560457158662,0.18302918087002587
569934315,Existing Customer,44,F,2,Post-Graduate,Married,Less than $40K,Blue,30,5,2,3,2093.7608377402344,1497,762.4407286950195,1.47852899354172,3460,57,0.9822944672711125,0.7765417877899871
731754527,Attrited Customer,36,M,3,Graduate,Married,$80K - $120K,Blue,21,5,3,2,,1912,3249.659642279534,0.8762335246982368,2420,42,0.8639409293871956,0.3807413107003277
621332372,Attrited Customer,45,F,2,Graduate,Single,Less than $40K,Blue,33,1,4,4,1264.1476858618228,7,1754.9048325747226,0.5085332547691382,2421,38,0.2540644603241315,0.002173838261882819
510787558,Attrited Customer,52,F,2,Graduate,Single,Unknown,Blue,46,3,3,3,8654.25269166801,1394,7356.588840011028,0.7884518785798651,4233,80,0.7813209991201374,0.15874473629664182
340878362,Existing Customer,55,F,1,High School,Single,$40K - $60K,Blue,46,5,3,4,5861.155974767221,1001,4164.3828729967,0.8227704235310312,1804,40,0.28512632664298654,0.1762966374585977
907960731,Existing Customer,41,F,4,Doctorate,Single,Less than $40K,Blue,36,4,3,4,2836.8671924452956,1293,985.191349192633,0.5857279269873858,4077,76,0.7262634750465492,0.4943466748732876
389633868,Attrited Customer,55,M,2,Unknown,Divorced,$120K +,Blue,50,5,4,4,23541.28728399713,271,23877.82907910304,0.6367510661340342,2075,42,0.5848842385690504,0.0
851664883,Existing Customer,30,M,0,Graduate,Divorced,$60K - $80K,Blue,22,3,3,3,6620.8265427904935,0,6618.121929449597,0.557657364872297,2511,64,0.6613735210310683,0.0
499446273,Existing Customer,48,M,3,Graduate,Single,$40K - $60K,Blue,36,5,2,3,6895.214534372624,1389,5289.371039269851,1.1964770946854213,1719,34,0.9554275070683608,0.21627412006492738
446585620,Existing Customer,38,M,1,Graduate,Single,$80K - $120K,Blue,25,5,0,1,16508.97177481814,1154,15963.684410827727,0.7930128425055266,4636,77,0.6911289998756548,0.07839990450697278
724103492,Existing Customer,40,M,3,Unknown,Single,$60K - $80K,Silver,35,6,3,2,24866.464502037477,1433,23498.071597955455,0.9519705757396635,4444,87,0.6478821333922141,0.05223134416515167
976310891,Existing Customer,42,F,4,Graduate,Single,Less than $40K,Blue,34,3,2,3,1749.2699005012219,0,1939.5948179370646,0.8366409017205931,4380,72,0.576785787693879,0.010589795300986169
807009319,Existing Customer,65,F,0,High School,Married,Less than $40K,Blue,36,3,2,2,2350.825753627537,1778,1053.8756648262686,0.767934123815773,1573,35,0.5932681435654334,0.6437980433972156
632855809,Existing Customer,44,F,3,Graduate,Married,Less than $40K,Blue,36,6,5,3,2183.027527546981,1221,905.3352470169827,0.7168848776811306,4804,82,0.785735719313965,0.5033992403145222
196117753,Existing Customer,56,M,2,Graduate,Single,$120K +,Blue,51,1,1,2,4243.6704190939545,1342,3491.226813050282,0.6767427086518653,8005,98,0.8612495310578198,0.29739869175269806
807050961,Attrited Customer,27,M,0,High School,Divorced,$60K - $80K,Blue,36,2,3,2,12663.05927875008,2505,10833.09517993246,0.9352497098527256,10015,84,0.8282350118262423,0.191926909913093
276552920,Existing Customer,56,M,2,Doctorate,Married,$60K - $80K,Blue,51,3,3,4,5860.122420885506,1405,4852.404527260391,0.5616706167242864,1662,44,0.3789921011004245,0.24244620145672705
254599313,Existing Customer,57,F,1,Graduate,Married,Less than $40K,Blue,52,5,1,2,7540.643274347603,1095,7019.2849850083985,0.683308550469494,14389,118,0.6035355254114021,0.13512119307297177
263085603,Existing Customer,46,F,4,College,Married,Unknown,Blue,35,2,2,2,1230.0959512277254,15,1658.126354841066,0.7989820773354778,4775,74,1.1251314180495273,0.005696684901138835
807883613,Existing Customer,52,M,1,College,Single,$80K - $120K,Blue,40,5,1,1,4409.346999609984,1205,2980.5730913467146,0.6144630387681667,1034,40,0.5994353262507214,0.26556861410035876
643424964,Existing Customer,55,M,2,High School,Married,$40K - $60K,Blue,47,5,3,3,3298.663555793408,2228,499.0976849656641,0.7873660444187418,2030,40,0.7936316169505954,0.6887278939346397
242396960,Existing Customer,47,M,4,Unknown,Unknown,$60K - $80K,Blue,39,5,2,2,1837.9737299630408,740,1256.2913449723596,1.1243940649752082,1926,67,0.7141028148905462,0.42777638807991814
201369569,Attrited Customer,38,F,2,High School,Single,Less than $40K,Blue,16,2,1,2,2392.409572266661,48,2794.501268883704,0.8712213416985852,2793,42,0.4353929593193219,0.0063644881121497745
186036095,Existing Customer,50,M,1,College,Married,$60K - $80K,Blue,40,4,2,4,17654.21906405982,1742,15671.206944398116,0.5317193146907087,4508,77,0.6539872320027049,0.10584174298689455
117919673,Existing Customer,50,F,5,Graduate,Single,Less than $40K,Blue,41,3,2,2,1341.5140559932847,0,1212.1386767208492,0.6782879558168875,4560,78,0.8620434366438506,0.003673454947669637
870894560,Existing Customer,36,F,3,Graduate,Single,Unknown,Blue,36,5,2,2,10500.65799036157,733,9978.43385056233,0.887058547637032,2029,64,1.2132305156788143,0.07285897220123695
849697266,Existing Customer,39,F,2,Graduate,Married,Less than $40K,Blue,34,4,5,2,1416.7319011910768,843,233.59888206668955,0.8048177238896874,4432,71,0.6710638607808537,0.5915182369925063
189470005,Existing Customer,51,M,2,Graduate,Single,$40K - $60K,Blue,41,1,3,3,2843.9899550373934,2063,1214.9527808377436,0.6190154238500185,7099,75,0.7096955687577293,0.661196788268919
350351375,Existing Customer,53,M,4,College,Unknown,$60K - $80K,Blue,44,5,3,1,6294.804152010997,1735,5367.652779382749,0.6669824843568464,3860,65,1.0002117571415836,0.2564752290559038
505526081,Existing Customer,49,F,2,Uneducated,Married,Less than $40K,Blue,35,5,2,3,2576.384362164261,3,2615.7633493872836,0.9832399484958319,4812,86,0.6916626438212915,0.0
539648715,Existing Customer,51,F,3,Graduate,Married,Less than $40K,Blue,35,6,1,1,2420.463731882911,1181,1219.2688521948112,0.7329576552575268,4219,64,0.7836882160289375,0.5570859396300247
656700866,Existing Customer,44,M,2,Graduate,Married,$40K - $60K,Blue,38,4,1,4,2250.123083994086,2308,-310.0984029671946,0.7173621009189927,4333,77,0.8221487197994126,0.899115979032901
658245166,Existing Customer,42,F,4,Unknown,Married,Less than $40K,Blue,37,2,1,3,6452.4504234747,1761,4500.550488341735,1.213765790590491,13211,99,0.6306527074617935,0.2516397134993934
662702712,Attrited Customer,54,F,1,Graduate,Single,Less than $40K,Blue,34,5,2,2,3190.646706402719,2179,306.5259206556559,0.5465476026340793,2445,43,0.3552307843016471,0.7342847860416734
553613033,Existing Customer,51,F,2,Graduate,Single,$40K - $60K,Blue,36,1,1,1,3767.812192734688,1361,2252.109936675575,0.8591274098029743,14946,103,0.8969498950398487,0.35842205259519544
501171080,Existing Customer,44,M,3,Unknown,Single,$120K +,Blue,37,3,1,5,,2521,1482.3033506388174,0.7384453816886599,4522,75,0.470877800755283,0.6866158181850093
943608828,Existing Customer,50,M,1,Unknown,Married,$120K +,Blue,38,4,5,4,34163.84387540008,2099,32764.6605524896,0.8052701009774204,3540,65,0.6662545343209094,0.06379730716224213
838042637,Existing Customer,57,F,1,Unknown,Single,Less than $40K,Blue,44,4,3,2,2663.3817133858156,1205,1086.7115043120834,1.1628252026097659,2655,43,0.8733258938108647,0.49324590645556077
617019847,Existing Customer,53,M,3,Doctorate,Married,$40K - $60K,Blue,35,5,3,2,3272.330343272567,1685,1868.7947386097826,1.0495451814274506,1666,42,0.6845158210038735,0.44552336751264926
893109572,Existing Customer,41,M,4,High School,Unknown,$40K - $60K,Blue,29,5,4,2,3923.7896794676262,784,2850.3746083144683,0.8180713790216912,4131,61,0.6886284845252164,0.20709615013321592
655544922,Existing Customer,58,F,0,Unknown,Married,Less than $40K,Blue,36,3,3,3,4043.2335471287306,1427,2289.672122277214,0.8612912272502519,4601,88,0.7535993956982503,0.3656094425561572
272798818,Attrited Customer,52,M,3,Uneducated,Unknown,$120K +,Blue,46,2,4,4,12932.308174230324,0,13184.072659250016,0.00846775276640711,1306,29,0.07155903175871424,0.0
555896341,Existing Customer,42,M,3,High School,Single,$80K - $120K,Silver,32,3,3,3,34012.87234344652,1438,32596.09114807798,0.68731010601952,3651,62,0.9198996381918368,0.040885908090695804
594506087,Existing Customer,46,F,2,College,Divorced,Less than $40K,Blue,31,6,1,2,1682.3908303613662,1401,494.78362976743193,0.8033218646984568,4357,61,0.8542875488528401,0.7780965404700358
968285626,Attrited Customer,50,F,2,Unknown,Single,$40K - $60K,Blue,36,3,4,2,2926.2467076912426,0,2568.529813363803,0.6716924851752591,2485,43,0.4179403706897853,0.0
593844849,Existing Customer,42,F,4,Unknown,Married,Less than $40K,Blue,37,2,1,3,6761.336838616127,1715,4615.365019338189,1.2009757429614862,13273,100,0.6227245655414158,0.25492953215891295
303963456,Existing Customer,40,F,4,Graduate,Married,Less than $40K,Blue,28,6,2,2,1451.1513529823862,708,566.4790367032413,0.8179892656624995,4856,65,0.821551014032461,0.4807075850598595
198647301,Existing Customer,37,M,2,High School,Unknown,$120K +,Blue,32,6,1,1,34376.77826177357,10,34712.91777050672,0.9253709651856529,3548,59,1.1183795574758986,0.0
720124422,Existing Customer,26,F,0,Unknown,Unknown,Unknown,Blue,18,3,3,3,11989.867583848747,1287,11191.44219073422,0.6544737381370711,3971,70,0.5351605634468425,0.10590841020454828
986089854,Existing Customer,57,M,0,Uneducated,Single,$60K - $80K,Blue,42,6,4,3,8422.64636954912,1178,7473.133620542599,0.8204533161695545,1939,44,1.1887592188795375,0.14710418959392463
599587010,Existing Customer,48,F,3,Post-Graduate,Married,Unknown,Blue,38,6,1,3,3996.8272289298015,0,4647.302968385781,0.8909171300852138,4401,92,0.6886076620331347,0.0016345610408874038
186811643,Existing Customer,52,F,1,Uneducated,Married,Less than $40K,Blue,40,4,2,2,2435.4730008480365,863,1790.799871365854,0.7337815679632624,4680,71,0.723882144356672,0.323281352760374
803389094,Existing Customer,65,M,0,High School,Married,Less than $40K,Blue,56,3,3,5,3666.7211142947153,1709,1990.7998397139716,0.4407386216865115,1520,28,0.7059199878607955,0.4573635919848495
366534999,Existing Customer,49,F,2,Unknown,Single,Less than $40K,Blue,36,4,3,1,1560.8388291026606,1267,669.5108424626085,0.5621858425790276,4842,56,0.926314423736211,0.7312144131827701
